Accession,Coreceptor
MG185510,CCR5
MG185511,CCR5
MG185512,CCR5
MG185515,CCR5
MG185517,CCR5
MG185519,CCR5
MG185520,CCR5
MG185522,CCR5
MG185524,CCR5
MG185526,CXCR4
MG185527,CCR5
MG185528,CCR5
MG185530,CCR5
MG185533,CCR5
MG185534,CCR5
MG185536,CCR5
MG185537,CCR5
MG185538,CCR5
MG185541,CCR5
MG185542,CCR5
MG185543,CCR5
MG185547,CCR5
MG185549,CCR5
MG185550,CCR5
MG185551,CCR5
MG185552,CXCR4
MG185553,CCR5
MG185554,CCR5
MG185556,CCR5
MG185557,CCR5
MG185558,CCR5
MG185560,CCR5
MG185561,CCR5
MG185562,CCR5
MG185564,CCR5
MG185566,CCR5
MG185567,CCR5
MG185569,CCR5
MG185570,CCR5
MG185572,CCR5
MG185573,CCR5
MG185574,CCR5
MG185575,CCR5
MG185576,CCR5
MG185577,CCR5
MG185578,CCR5
MG185580,CCR5
MG185582,CCR5
MG185585,CCR5
MG185589,CCR5
MG185590,CCR5
MG185591,CCR5
MG185594,CCR5
MG185595,CXCR4
MG185596,CCR5
MG185598,CCR5
MG185599,CCR5
MG185600,CCR5
MG185601,CXCR4
MG185602,CCR5
MG185603,CCR5
MG185605,CCR5
MG185606,CCR5
MG185609,CCR5
MG185610,CCR5
MG185611,CCR5
MG185614,CXCR4
MG185617,CXCR4
MG185620,CXCR4
MG185621,CXCR4
MG185626,CXCR4
MG185628,CXCR4
MG185629,CXCR4
MG185631,CXCR4
MG185634,CXCR4
MG185635,CXCR4
MG185638,CXCR4
MG185639,CXCR4
MG185642,CXCR4
MG185643,CXCR4
MG185645,CXCR4
MG185649,CXCR4
MG185650,CXCR4
MG185653,CXCR4
MG185654,CXCR4
MG185655,CXCR4
MG185657,CXCR4
MG185658,CCR5
MG185661,CCR5
MG185663,CXCR4
MG185664,CCR5
MG185665,CCR5
MG185666,CCR5
MG185669,CCR5
MG185671,CCR5
MG185673,CCR5
MG185674,CCR5
MG185675,CCR5
MG185676,CCR5
MG185680,CCR5
MG185681,CCR5
MG185682,CCR5
MG185683,CCR5
MG185684,CCR5
MG185686,CCR5
MG185687,CCR5
MG185688,CCR5
MG185691,CCR5
MG185697,CCR5
MG185699,CCR5
MG185701,CCR5
MG185702,CCR5
MG185703,CCR5
MG185705,CCR5
MG185707,CCR5
MG185709,CCR5
MG185710,CCR5
MG185711,CCR5
MG185713,CCR5
MG185714,CCR5
MG185715,CCR5
MG185718,CCR5
MG185720,CCR5
MG185721,CCR5
MG185722,CCR5
MG185725,CCR5
MG185726,CCR5
MG185727,CCR5
MG185728,CCR5
MG185730,CCR5
MG185732,CCR5
MG185733,CCR5
MG185734,CCR5
MG185736,CCR5
MG185737,CCR5
MG185738,CCR5
MG185739,CCR5
MG185740,CCR5
MG185745,CCR5
MG185749,CCR5
MG185751,CCR5
MG185752,CCR5
MG185755,CCR5
MG185756,CCR5
MG185757,CCR5
MG185759,CCR5
MG185760,CCR5
MG185761,CCR5
MG185768,CCR5
MG185769,CCR5
MG185772,CCR5
MG185773,CCR5
MG185775,CCR5
MG185776,CCR5
MG185777,CCR5
MG185779,CCR5
MG185780,CCR5
MG185782,CCR5
MG185783,CCR5
MG185784,CCR5
MG185787,CCR5
MG185788,CCR5
MG185789,CCR5
MG185790,CCR5
MG185791,CCR5
MG185793,CCR5
MG185795,CCR5
MG185796,CCR5
MG185798,CCR5
MG185800,CCR5
MG185801,CCR5
MG185802,CCR5
MG185805,CCR5
MG185806,CCR5
MG185807,CCR5
MG185809,CCR5
MG185811,CCR5
MG185812,CCR5
MG185813,CCR5
MG185815,CCR5
MG185818,CCR5
MG185819,CCR5
MG185820,CCR5
MG185821,CCR5
MG185822,CCR5
MG185823,CCR5
MG185825,CCR5
MG185826,CCR5
MG185830,CCR5
MG185831,CCR5
MG185832,CXCR4
MG185833,CXCR4
MG185834,CXCR4
MG185836,CXCR4
MG185839,CXCR4
MG185841,CXCR4
MG185842,CXCR4
MG185843,CXCR4
MG185844,CXCR4
MG185850,CXCR4
MG185851,CXCR4
MG185853,CXCR4
MG185863,CXCR4
MG185865,CXCR4
MG185869,CXCR4
MG185871,CXCR4
MG185875,CXCR4
MG185876,CXCR4
MG185879,CCR5
MG185881,CCR5
MG185882,CCR5
MG185883,CCR5
MG185884,CCR5
MG185885,CCR5
MG185887,CCR5
MG185888,CCR5
MG185889,CCR5
MG185891,CCR5
MG185892,CCR5
MG185896,CCR5
MG185897,CCR5
MG185898,CCR5
MG185899,CCR5
MG185900,CCR5
MG185901,CCR5
MG185902,CCR5
MG185903,CCR5
MG185904,CCR5
MG185906,CCR5
MG185907,CCR5
MG185910,CCR5
MG185912,CCR5
MG185914,CCR5
MG185916,CCR5
MG185918,CCR5
MG185921,CCR5
MG185923,CCR5
MG185924,CCR5
MG185926,CCR5
MG185927,CCR5
MG185929,CCR5
MG185930,CCR5
MG185931,CCR5
MG185932,CCR5
MG185933,CCR5
MG185935,CCR5
MG185937,CCR5
MG185941,CCR5
MG185943,CCR5
MG185944,CCR5
MG185945,CCR5
MG185951,CCR5
MG185952,CCR5
MG185954,CCR5
MG185956,CCR5
MG185958,CCR5
MG185966,CCR5
MG185967,CCR5
MG185968,CCR5
MG185971,CCR5
MG185972,CCR5
MG185975,CCR5
MG185976,CCR5
MG185977,CCR5
MG185978,CCR5
MG185979,CCR5
MG185981,CCR5
MG185982,CCR5
MG185985,CCR5
MG185987,CCR5
MG185988,CCR5
MG185989,CCR5
MG185990,CCR5
MG185991,CCR5
MG185996,CCR5
MG185997,CCR5
MG185998,CCR5
MG185999,CCR5
MG186000,CCR5
MG186002,CCR5
MG186003,CCR5
MG186004,CCR5
MG186009,CCR5
MG186010,CCR5
MG186011,CCR5
MG186013,CCR5
MG186015,CCR5
MG186016,CCR5
MG186021,CCR5
MG186022,CCR5
MG186023,CCR5
MG186024,CCR5
MG186025,CCR5
MG186026,CCR5
MG186029,CCR5
MG186030,CCR5
MG186032,CCR5
MG186035,CCR5
MG186037,CCR5
MG186038,CCR5
MG186039,CCR5
MG186040,CCR5
MG186041,CCR5
MG186046,CCR5
MG186047,CCR5
MG186049,CCR5
MG186050,CCR5
MG186051,CCR5
MG186052,CCR5
MG186053,CCR5
MG186057,CCR5
MG186058,CCR5
MG186083,CCR5
MG186111,CCR5
MG186113,CCR5
MG186114,CCR5
MG186115,CCR5
MG186116,CCR5
MG186117,CCR5
MG186121,CCR5
MG186124,CCR5
MG186125,CCR5
MG186126,CCR5
MG186134,CCR5
MG186135,CCR5
MG186136,CCR5
MG186138,CCR5
MG186139,CCR5
MG186140,CCR5
MG186147,CCR5
MG186149,CCR5
MG186154,CCR5
MG186155,CCR5
MG186156,CCR5
MG186157,CCR5
MG186159,CCR5
MG186160,CCR5
MG186169,CCR5
MG186170,CCR5
MG186173,CCR5
MG186175,CCR5
MG186176,CCR5
MG186177,CCR5
MG186178,CCR5
MG186180,CCR5
MG186183,CCR5
MG186187,CCR5
MG186188,CCR5
MG186189,CCR5
MG186191,CCR5
MG186192,CCR5
MG186195,CCR5
MG186197,CCR5
MG186198,CCR5
MG186199,CCR5
MG186201,CCR5
MG186205,CCR5
MG186206,CCR5
MG186207,CCR5
MG186208,CCR5
MG186211,CCR5
MG186212,CCR5
MG186216,CCR5
MG186217,CCR5
MG186219,CCR5
MG186220,CCR5
MG186229,CCR5
MG186230,CCR5
MG186231,CCR5
MG186232,CCR5
MG186233,CCR5
MG186234,CCR5
MG186237,CCR5
MG186238,CCR5
MG186239,CCR5
MG186241,CCR5
MG186247,CCR5
MG186248,CCR5
MG186250,CCR5
MG186251,CCR5
MG186253,CCR5
MG186254,CCR5
MG186255,CCR5
MG186256,CCR5
MG186257,CCR5
MG186262,CCR5
MG186267,CCR5
MG186268,CCR5
MG186270,CCR5
MG186271,CCR5
MG186273,CCR5
MG186276,CCR5
MG186281,CCR5
MG186286,CCR5
MG186287,CCR5
MG186288,CCR5
MG186296,CCR5
MG186297,CCR5
MG186301,CCR5
MG186316,CCR5
MG186326,CCR5
MG186332,CCR5
MG186334,CCR5
MG186335,CCR5
MG186337,CCR5
MG186338,CCR5
MG186340,CCR5
MG186342,CCR5
MG186346,CCR5
MG186350,CCR5
MG186352,CCR5
MG186354,CCR5
MG186355,CCR5
MG186356,CCR5
MG186364,CCR5
MG186368,CCR5
MG186372,CCR5
MG186374,CCR5
MG186375,CCR5
MG186376,CCR5
MG186379,CCR5
MG186380,CCR5
MG186381,CCR5
MG186382,CCR5
MG186383,CCR5
MG186384,CCR5
MG186389,CCR5
MG186390,CCR5
MG186391,CCR5
MG186392,CCR5
MG186393,CCR5
MG186394,CCR5
MG186397,CCR5
MG186399,CCR5
MG186402,CCR5
MG186403,CCR5
MG186404,CCR5
MG186406,CCR5
MG186407,CCR5
MG186408,CCR5
MG186409,CCR5
MG186410,CCR5
MG186411,CCR5
MG186412,CCR5
MG186415,CCR5
MG186416,CCR5
MG186417,CCR5
MG186418,CCR5
MG186420,CCR5
MG186422,CCR5
MG186423,CCR5
MG186425,CCR5
MG186428,CCR5
MG186430,CCR5
MG186432,CCR5
MG186433,CCR5
MG186435,CCR5
MG186437,CCR5
MG186440,CCR5
MG186443,CCR5
MG186445,CCR5
MG186448,CCR5
MG186449,CCR5
MG186451,CCR5
MG186453,CCR5
MG186456,CCR5
MG186457,CCR5
MG186459,CCR5
MG186460,CCR5
MG186463,CCR5
MG186464,CCR5
MG186465,CCR5
MG186466,CCR5
MG186468,CCR5
MG186469,CCR5
MG186471,CCR5
MG186472,CCR5
MG186473,CCR5
MG186474,CCR5
MG186475,CCR5
MG186476,CCR5
MG186477,CCR5
MG186478,CCR5
MG186480,CXCR4
MG186485,CXCR4
MG186486,CXCR4
MG186487,CXCR4
MG186497,CXCR4
MG186502,CXCR4
MG186503,CXCR4
MG186507,CXCR4
MG186509,CXCR4
MG186513,CXCR4
MG186515,CXCR4
MG186521,CXCR4
MG186524,CXCR4
MG186526,CCR5
MG186527,CCR5
MG186528,CCR5
MG186529,CCR5
MG186530,CCR5
MG186532,CCR5
MG186538,CCR5
MG186539,CCR5
MG186540,CCR5
MG186541,CCR5
MG186544,CCR5
MG186545,CXCR4
MG186550,CCR5
MG186551,CCR5
MG186552,CCR5
MG186553,CCR5
MG186555,CCR5
MG186556,CCR5
MG186558,CCR5
MG186559,CCR5
MG186561,CCR5
MG186562,CCR5
MG186564,CCR5
MG186566,CCR5
MG186571,CCR5
MG186572,CCR5
MG186573,CCR5
MG186575,CCR5
MG186576,CCR5
MG186583,CCR5
MG186584,CCR5
MG186587,CCR5
MG186588,CCR5
MG186590,CCR5
MG186592,CCR5
MG186594,CCR5
MG186596,CCR5
MG186597,CCR5
MG186598,CCR5
MG186599,CCR5
MG186600,CCR5
MG186602,CCR5
MG186604,CCR5
MG186606,CCR5
MG186607,CCR5
MG186608,CCR5
MG186609,CCR5
MG186610,CCR5
MG186611,CCR5
MG186612,CCR5
MG186615,CCR5
MG186617,CCR5
MG186620,CCR5
MG186621,CCR5
MG186623,CCR5
MG186627,CCR5
MG186629,CCR5
MG186630,CCR5
MG186632,CCR5
MG186633,CCR5
MG186635,CCR5
MG186637,CCR5
MG186638,CCR5
MG186643,CCR5
MG186644,CCR5
MG186645,CCR5
MG186646,CCR5
MG186647,CCR5
MG186649,CCR5
MG186651,CCR5
MG186660,CCR5
MG186662,CCR5
MG186663,CCR5
MG186664,CCR5
MG186665,CCR5
MG186666,CCR5
MG186668,CCR5
MG186669,CCR5
MG186674,CCR5
MG186675,CCR5
MG186677,CCR5
MG186680,CCR5
MG186681,CCR5
MG186682,CCR5
MG186683,CCR5
MG186685,CCR5
MG186686,CCR5
MG186688,CCR5
MG186689,CCR5
MG186691,CCR5
MG186692,CCR5
MG186694,CCR5
MG186695,CCR5
MG186696,CCR5
MG186697,CCR5
MG186700,CCR5
MG186701,CCR5
MG186702,CCR5
MG186703,CCR5
MG186705,CCR5
MG186706,CCR5
MG186734,CXCR4
MG186754,CCR5
MG186755,CCR5
MG186756,CCR5
MG186759,CCR5
MG186760,CCR5
MG186761,CCR5
MG186762,CCR5
MG186763,CCR5
MG186764,CCR5
MG186765,CCR5
MG186767,CCR5
MG186768,CCR5
MG186770,CCR5
MG186771,CCR5
MG186772,CCR5
MG186773,CCR5
MG186774,CCR5
MG186775,CCR5
MG186777,CCR5
MG186778,CCR5
MG186779,CCR5
MG186780,CCR5
MG186781,CCR5
MG186784,CCR5
MG186785,CCR5
MG186786,CCR5
MG186788,CCR5
MG186789,CCR5
MG186790,CCR5
MG186791,CCR5
MG186792,CCR5
MG186793,CCR5
MG186794,CCR5
MG186796,CCR5
MG186797,CCR5
MG186798,CCR5
MG186799,CCR5
MG186800,CCR5
MG186801,CCR5
MG186802,CCR5
MG186803,CCR5
MG186804,CCR5
MG186805,CCR5
MG186806,CCR5
MG186807,CCR5
MG186810,CCR5
MG186812,CCR5
MG186814,CCR5
MG186815,CCR5
MG186817,CCR5
MG186819,CCR5
MG186821,CCR5
MG186823,CCR5
MG186824,CCR5
MG186826,CCR5
MG186828,CCR5
MG186829,CCR5
MG186833,CCR5
MG186834,CCR5
MG186839,CCR5
MG186841,CCR5
MG186842,CCR5
MG186843,CCR5
MG186844,CCR5
MG186845,CCR5
MG186846,CCR5
MG186847,CCR5
MG186848,CCR5
MG186849,CCR5
MG186850,CCR5
MG186851,CCR5
MG186852,CCR5
MG186853,CCR5
MG186854,CCR5
MG186855,CCR5
MG186856,CCR5
MG186857,CCR5
MG186858,CCR5
MG186859,CCR5
MG186860,CCR5
MG186861,CCR5
MG186862,CCR5
MG186863,CCR5
MG186864,CCR5
MG186865,CCR5
MG186866,CCR5
MG186867,CCR5
MG186868,CCR5
MG186869,CCR5
MG186870,CCR5
MG186872,CCR5
MG186873,CCR5
MG186874,CCR5
MG186875,CCR5
MG186876,CCR5
MG186877,CCR5
MG186878,CCR5
MG186879,CCR5
MG186880,CCR5
MG186881,CCR5
MG186883,CCR5
MG186884,CCR5
MG186885,CCR5
MG186886,CCR5
MG186887,CCR5
MG186888,CCR5
MG186889,CCR5
MG186890,CCR5
MG186892,CCR5
MG186894,CCR5
MG186895,CCR5
MG186897,CCR5
MG186901,CCR5
MG186904,CCR5
MG186905,CCR5
MG186906,CCR5
MG186907,CCR5
MG186908,CCR5
MG186912,CCR5
MG186914,CCR5
MG186918,CCR5
MG186919,CCR5
MG186920,CCR5
MG186922,CCR5
MG186923,CCR5
MG186925,CCR5
MG186926,CCR5
MG186927,CCR5
MG186929,CCR5
MG186930,CCR5
MG186931,CCR5
MG186933,CCR5
MG186935,CCR5
MG186937,CCR5
MG186938,CXCR4
MG186942,CCR5
MG186944,CCR5
MG186951,CCR5
MG186952,CCR5
MG186953,CCR5
MG186955,CCR5
MG186958,CCR5
MG186964,CCR5
MG186965,CCR5
MG186967,CCR5
MG186969,CCR5
MG186970,CCR5
MG186973,CCR5
MG186975,CCR5
MG186976,CCR5
MG186977,CCR5
MG186978,CCR5
MG186979,CCR5
MG186981,CCR5
MG186982,CCR5
MG186983,CCR5
MG186984,CCR5
MG186985,CCR5
MG186986,CCR5
MG186987,CCR5
MG186988,CCR5
MG186989,CCR5
MG186990,CCR5
MG186993,CCR5
MG186994,CCR5
MG186995,CCR5
MG186996,CXCR4
MG186997,CCR5
MG186998,CCR5
MG187001,CCR5
MG187002,CCR5
MG187004,CCR5
MG187005,CCR5
MG187006,CCR5
MG187007,CCR5
MG187010,CCR5
MG187011,CCR5
MG187012,CCR5
MG187014,CCR5
MG187015,CCR5
MG187018,CCR5
MG187021,CCR5
MG187023,CCR5
MG187024,CCR5
MG187027,CCR5
MG187029,CCR5
MG187030,CXCR4
MG187031,CCR5
MG187034,CCR5
MG187035,CCR5
MG187036,CCR5
MG187037,CCR5
MG187038,CCR5
MG187039,CCR5
MG187040,CCR5
MG187041,CCR5
MG187042,CCR5
MG187043,CCR5
MG187044,CCR5
MG187045,CCR5
MG187048,CCR5
MG187050,CCR5
MG187051,CCR5
MG187053,CCR5
MG187055,CCR5
MG187056,CCR5
MG187057,CCR5
MG187059,CCR5
MG187065,CCR5
MG187066,CCR5
MG187067,CCR5
MG187068,CCR5
MG187070,CCR5
MG187073,CCR5
MG187075,CCR5
MG187076,CCR5
MG187077,CCR5
MG187078,CCR5
MG187079,CCR5
MG187081,CCR5
MG187084,CCR5
MG187085,CCR5
MG187086,CCR5
MG187087,CCR5
MG187088,CCR5
MG187089,CCR5
MG187090,CCR5
MG187091,CCR5
MG187092,CCR5
MG187093,CCR5
MG187095,CCR5
MG187097,CCR5
MG187098,CCR5
MG187099,CCR5
MG187100,CCR5
MG187101,CCR5
MG187102,CCR5
MG187106,CCR5
MG187108,CCR5
MG187109,CCR5
MG187110,CCR5
MG187111,CCR5
MG187113,CCR5
MG187117,CCR5
MG187118,CCR5
MG187119,CXCR4
MG187121,CCR5
MG187122,CCR5
MG187123,CCR5
MG187124,CCR5
MG187125,CCR5
MG187129,CCR5
MG187132,CCR5
MG187133,CCR5
MG187135,CCR5
MG187138,CCR5
MG187140,CCR5
MG187141,CCR5
MG187142,CCR5
MG187144,CXCR4
MG187146,CXCR4
MG187147,CXCR4
MG187149,CXCR4
MG187150,CXCR4
MG187151,CXCR4
MG187152,CXCR4
MG187154,CXCR4
MG187155,CXCR4
MG187156,CXCR4
MG187159,CXCR4
MG187163,CXCR4
MG187165,CXCR4
MG187166,CXCR4
MG187167,CXCR4
MG187169,CXCR4
MG187171,CCR5
MG187175,CXCR4
MG187177,CXCR4
MG187178,CXCR4
MG187180,CXCR4
MG187182,CXCR4
MG187183,CXCR4
MG187185,CXCR4
MG187188,CXCR4
MG187190,CCR5
MG187191,CCR5
MG187196,CCR5
MG187197,CCR5
MG187198,CCR5
MG187202,CCR5
MG187209,CCR5
MG187212,CCR5
MG187214,CCR5
MG187216,CCR5
MG187218,CCR5
MG187220,CCR5
MG187223,CCR5
MG187232,CCR5
MG187236,CCR5
MG187237,CCR5
MG187241,CCR5
MG187242,CCR5
MG187246,CCR5
MG187250,CCR5
MG187251,CCR5
MG187252,CCR5
MG187253,CCR5
MG187258,CCR5
MG187260,CCR5
MG187262,CCR5
MG187264,CCR5
MG187266,CCR5
MG187268,CCR5
MG187270,CCR5
MG187273,CCR5
MG187277,CCR5
MG187279,CCR5
MG187282,CCR5
MG187283,CCR5
MG187286,CCR5
MG187287,CCR5
MG187288,CCR5
MG187294,CCR5
MG187296,CCR5
MG187299,CCR5
MG187300,CCR5
MG187301,CCR5
MG187303,CCR5
MG187305,CCR5
MG187307,CCR5
MG187310,CCR5
MG187312,CCR5
MG187313,CCR5
MG187320,CCR5
MG187322,CCR5
MG187323,CCR5
MG187325,CCR5
MG187326,CCR5
MG187327,CCR5
MG187329,CCR5
MG187338,CCR5
MG187340,CCR5
MG187345,CCR5
MG187358,CCR5
MG187365,CCR5
MG187367,CCR5
MG187382,CCR5
MG187386,CCR5
MG187389,CCR5
MG187398,CCR5
MG187401,CCR5
MG187405,CCR5
MG187406,CCR5
MG187407,CCR5
MG187408,CCR5
MG187409,CCR5
MG187410,CCR5
MG187411,CCR5
MG187412,CCR5
MG187413,CCR5
MG187414,CCR5
MG187415,CCR5
MG187416,CCR5
MG187417,CCR5
MG187418,CCR5
MG187420,CCR5
MG187421,CCR5
MG187422,CCR5
MG187423,CCR5
MG187424,CCR5
MG187425,CCR5
MG187426,CCR5
MG187427,CCR5
MG187428,CCR5
MG187429,CCR5
MG187431,CCR5
MG187432,CCR5
MG187433,CCR5
MG187434,CCR5
MG187435,CCR5
MG187436,CCR5
MG187437,CCR5
MG187438,CCR5
MG187439,CCR5
MG187442,CCR5
MG187443,CCR5
MG187444,CCR5
MG187445,CCR5
MG187446,CCR5
MG187447,CCR5
MG187448,CCR5
MG187449,CCR5
MG187450,CCR5
MG187451,CCR5
MG187453,CCR5
MG187455,CCR5
MG187456,CCR5
MG187458,CCR5
MG187459,CCR5
MG187460,CCR5
MG187461,CCR5
MG187462,CCR5
MG187463,CCR5
MG187464,CCR5
MG187465,CCR5
MG187467,CCR5
MG187469,CCR5
MG187470,CCR5
MG187471,CCR5
MG187472,CCR5
MG187474,CCR5
MG187475,CCR5
MG187476,CCR5
MG187477,CCR5
MG187478,CCR5
MG187479,CCR5
MG187483,CCR5
MG187484,CCR5
MG187485,CCR5
MG187486,CCR5
MG187487,CCR5
MG187488,CCR5
MG187489,CCR5
MG187490,CCR5
MG187491,CCR5
MG187492,CCR5
MG187493,CCR5
MG187494,CCR5
MG187495,CCR5
MG187496,CCR5
MG187497,CCR5
MG187498,CCR5
MG187499,CCR5
MG187500,CCR5
MG187501,CCR5
MG187504,CCR5
MG187505,CCR5
MG187506,CCR5
MG187507,CCR5
MG187508,CCR5
MG187509,CCR5
MG187510,CCR5
MG187511,CCR5
MG187513,CCR5
MG187514,CCR5
MG187517,CCR5
MG187518,CCR5
MG187519,CCR5
MG187520,CCR5
MG187521,CCR5
MG187522,CCR5
MG187523,CCR5
MG187524,CCR5
MG187525,CCR5
MG187526,CCR5
MG187527,CCR5
MG187529,CCR5
MG187530,CCR5
MG187531,CCR5
MG187532,CCR5
MG187533,CCR5
MG187534,CCR5
MG187535,CCR5
MG187536,CCR5
MG187537,CCR5
MG187538,CCR5
MG187540,CCR5
MG187541,CCR5
MG187542,CCR5
MG187543,CCR5
MG187544,CCR5
MG187546,CCR5
MG187547,CCR5
MG187548,CCR5
MG187550,CCR5
MG187551,CCR5
MG187552,CCR5
MG187553,CCR5
MG187554,CCR5
MG187556,CCR5
MG187557,CCR5
MG187558,CCR5
MG187559,CCR5
MG187560,CCR5
MG187561,CCR5
MG187562,CCR5
MG187563,CCR5
MG187564,CCR5
MG187566,CCR5
MG187568,CCR5
MG187569,CCR5
MG187570,CCR5
MG187573,CCR5
MG187574,CCR5
MG187575,CCR5
MG187576,CCR5
MG187580,CXCR4
MG187609,CXCR4
MG187624,CCR5
MG187625,CCR5
MG187626,CCR5
MG187629,CCR5
MG187631,CCR5
MG187633,CCR5
MG187636,CCR5
MG187637,CCR5
MG187638,CCR5
MG187639,CCR5
MG187642,CCR5
MG187645,CCR5
MG187646,CCR5
MG187647,CCR5
MG187649,CCR5
MG187650,CCR5
MG187654,CCR5
MG187658,CCR5
MG187660,CCR5
MG187661,CCR5
MG187663,CCR5
MG187664,CCR5
MG187666,CCR5
MG187671,CCR5
MG187673,CCR5
MG187676,CCR5
MG187680,CCR5
MG187681,CCR5
MG187686,CCR5
MG187687,CCR5
MG187690,CCR5
MG187693,CCR5
MG187694,CCR5
MG187696,CCR5
MG187697,CCR5
MG187700,CCR5
MG187701,CCR5
MG187702,CCR5
MG187704,CCR5
MG187706,CCR5
MG187708,CCR5
MG187709,CCR5
MG187711,CCR5
MG187712,CCR5
MG187714,CCR5
MG187715,CCR5
MG187717,CCR5
MG187718,CCR5
MG187721,CCR5
MG187722,CCR5
MG187723,CCR5
MG187724,CCR5
MG187727,CCR5
MG187728,CCR5
MG187732,CCR5
MG187733,CCR5
MG187734,CCR5
MG187737,CCR5
MG187738,CCR5
MG187743,CCR5
MG187744,CCR5
MG187745,CCR5
MG187747,CCR5
MG187748,CCR5
MG187750,CCR5
MG187751,CCR5
MG187753,CCR5
MG187754,CCR5
MG187755,CCR5
MG187761,CCR5
MG187765,CCR5
MG187766,CCR5
MG187769,CCR5
MG187773,CCR5
MG187774,CCR5
MG187775,CCR5
MG187776,CCR5
MG187778,CCR5
MG187781,CCR5
MG187784,CCR5
MG187786,CCR5
MG187787,CCR5
MG187788,CCR5
MG187789,CCR5
MG187790,CCR5
MG187791,CCR5
MG187792,CCR5
MG187793,CCR5
MG187794,CCR5
MG187795,CCR5
MG187796,CCR5
MG187797,CCR5
MG187798,CCR5
MG187799,CCR5
MG187800,CCR5
MG187803,CXCR4
MG187805,CXCR4
MG187812,CXCR4
MG187813,CXCR4
MG187818,CXCR4
MG187823,CCR5
MG187826,CXCR4
MG187828,CXCR4
MG187832,CXCR4
MG187836,CXCR4
MG187838,CXCR4
MG187839,CXCR4
MG187841,CXCR4
MG187842,CXCR4
MG188059,CCR5
MG188060,CCR5
MG188062,CCR5
MG188063,CCR5
MG188065,CCR5
MG188068,CCR5
MG188069,CCR5
MG188072,CCR5
MG188074,CCR5
MG188075,CCR5
MG188079,CCR5
MG188080,CCR5
MG188082,CCR5
MG188083,CCR5
MG188085,CCR5
MG188086,CCR5
MG188088,CCR5
MG188093,CCR5
MG188094,CCR5
MG188095,CCR5
MG188096,CCR5
MG188097,CCR5
MG188100,CCR5
MG188101,CCR5
MG188102,CCR5
MG188104,CCR5
MG188110,CCR5
MG188112,CCR5
MG188115,CCR5
MG188116,CCR5
MG188121,CCR5
MG188124,CCR5
MG188125,CCR5
MG188126,CCR5
MG188127,CCR5
MG188129,CCR5
MG188130,CCR5
MG188132,CCR5
MG188134,CCR5
MG188138,CCR5
MG188139,CCR5
MG188143,CCR5
MG188149,CCR5
MG188151,CCR5
MG188152,CCR5
MG188155,CCR5
MG188156,CCR5
MG188157,CCR5
MG188159,CCR5
MG188160,CCR5
MG188162,CCR5
MG188163,CCR5
MG188172,CCR5
MG188175,CCR5
MG188176,CCR5
MG188177,CCR5
MG188178,CCR5
MG188179,CCR5
MG188181,CCR5
MG188182,CCR5
MG188183,CCR5
MG188191,CCR5
MG188198,CCR5
MG188200,CCR5
MG188203,CCR5
MG188204,CCR5
MG188208,CCR5
MG188211,CCR5
MG188212,CCR5
MG188214,CCR5
MG188218,CCR5
MG188224,CCR5
MG188225,CCR5
MG188230,CCR5
MG188231,CCR5
MG188232,CCR5
MG188233,CCR5
MG188241,CCR5
MG188243,CCR5
MG188248,CXCR4
MG188249,CXCR4
MG188251,CXCR4
MG188253,CXCR4
MG188256,CXCR4
MG519330,CCR5
MH000288,CCR5
MH000289,CCR5
MH000290,CCR5
MH000291,CCR5
MH000292,CCR5
MH000293,CCR5
MH000294,CCR5
MH000295,CCR5
MH000296,CCR5
MH000297,CCR5
MH000298,CCR5
MH000299,CCR5
MH000300,CCR5
MH000301,CCR5
MH000302,CCR5
MH000303,CCR5
MH000304,CCR5
MH000305,CCR5
MH000306,CCR5
MH000307,CCR5
MH000308,CCR5
MH000309,CCR5
MH000310,CCR5
MH000311,CCR5
MH000312,CCR5
MH000313,CCR5
MH000314,CCR5
MH045987,CCR5
MH045988,CCR5
MH045989,CCR5
MH672719,CCR5
MH672720,CCR5
MH672721,CCR5
MH672722,CCR5
MH672723,CCR5
MH672724,CCR5
MH672725,CCR5
MH672726,CCR5
MH672727,CCR5
MH672728,CCR5
MH672729,CCR5
MH672730,CCR5
MH672731,CCR5
MH672732,CCR5
MH672733,CCR5
MH672734,CCR5
MH672735,CCR5
MH672736,CCR5
MH672737,CCR5
MH672757,CCR5
MH672758,CCR5
MH672759,CCR5
MH672760,CCR5
MH672761,CCR5
MH672762,CCR5
MH672763,CCR5
MH672764,CCR5
MH672765,CCR5
MH672766,CCR5
MH672767,CCR5
MH672768,CCR5
MH672769,CCR5
MH672770,CCR5
MH672771,CCR5
MH672772,CCR5
MH672773,CCR5
MH672774,CCR5
MH672775,CCR5
MH672776,CCR5
MH672777,CCR5
MH672778,CCR5
MH672779,CCR5
MH672780,CCR5
MH672781,CCR5
MH672782,CCR5
MH672783,CCR5
MH672784,CCR5
MH672785,CCR5
MH672786,CCR5
MH672787,CCR5
MH672788,CCR5
MH672789,CCR5
MH672790,CCR5
MH672791,CCR5
MH672792,CCR5
MH672793,CCR5
MH672794,CCR5
MH672795,CCR5
MH672796,CCR5
MH672797,CCR5
MH672798,CCR5
MH672799,CCR5
MH672800,CCR5
MH672801,CCR5
MH672802,CCR5
MH672803,CCR5
MH672804,CCR5
MH672805,CCR5
